term-or-expression,explicit-or-implicit,pt-brazilian-portuguese,pt-contextual-label,pt-hate-label,pt-deeply-culture-rooted,en-american-english,en-contextual-label,en-hate-label,es-latin-spanish,es-contextual-label,es-hate-label,fr-african-french,fr-contextual-label,fr-hate-Label,ge-german,ge-contextual-label,ge-hate-Label,tu-turkish,tu-contextual-label,tu-hate-Label,Meaning Sources
term,explicit,perigoso,0,0,0,dangerous,0,0,peligroso,,0,dangereux,0,0,gefährlich,0,0,tehlikeli,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/perigoso/
term,explicit,perigosa,0,0,0,dangerous,0,0,peligrosa,,0,dangereux,0,0,gefährlich,0,0,tehlikeli,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/perigoso/
term,explicit,megera,1,0,0,bitch,1,0,perra,,0,salope,1,0,Schlampe,1,0,şıllık,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/megera/
term,explicit,subserviente,0,0,0,submissive,0,0,sumiso,,0,soumis,0,0,unterwürfig,0,0,sineye çekmek,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/subserviente/
term,explicit,esdrúxulo,1,0,0,abnormal,1,0,extravagante,,0,anormal,1,0,unnormal,1,0,çatlak,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/esdr%C3%BAxulo/
term,explicit,esdrúxula,1,0,0,abnormal,1,0,extravagante,,0,anormal,1,0,unnormal,1,0,çatlak,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/esdr%C3%BAxulo/
term,explicit,fraude,1,0,0,fraud,1,0,fraude,,0,fraude,1,0,Betrug,1,0,hile,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/fraude/
term,explicit,raio que o parta,1,0,0,hell with,1,0,que te parta un rayo,,0,Va te faire voir !,1,0,zur Hölle mit dir,1,0,lanet olsun,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/to-hell-with-someone-something
term,explicit,surtado,1,0,0,freaked out,1,0,asustado,,0,paniqué,1,0,durchgeknallt,1,0,korkmuş,1,0,https://www.dicio.com.br/surtado/
term,explicit,surtada,1,0,0,freak out,1,0,asustado,,0,paniqué,1,0,durchgeknallt,1,0,korkmuş,1,0,https://www.collinsdictionary.com/dictionary/english/freak-out
term,explicit,maldoso,1,0,0,mean,1,0,malvado,,0,moyenne,1,0,gemein,1,0,ahlaksız,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/maldoso/
term,explicit,maldosa,1,0,0,mean,1,0,malvada,,0,moyenne,1,0,gemein,1,0,ahlaksız,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/maldoso/
term,explicit,víbora,0,0,0,viper,0,0,vibora,,0,vipère,0,0,Schlange,0,0,hain,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/v%C3%ADbora/
term,explicit,roliça,0,fatphobia,0,hogbody,0,fatphobia,rolliza,,fatphobia,corps de porc,0,fatphobia,0,0,0,tombul,0,fatphobia,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/roli%C3%A7o/
term,explicit,roliço,0,fatphobia,0,hogbody,0,fatphobia,rollizo,,fatphobia,corps de porc,0,fatphobia,0,0,0,tombul,0,fatphobia,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/roli%C3%A7o/
term,explicit,surtando,0,0,0,freaking out,0,0,enloqueciendo,,0,flipper,0,0,ausrasten,0,0,delirmek,0,0,https://www.dicio.com.br/surtando/
term,explicit,derrotado,0,0,0,loser,0,0,derrotado,,0,perdant,0,0,Loser,0,0,yenik,0,0,https://www.dicio.com.br/derrotado/
term,explicit,derrotada,0,0,0,loser,0,0,derrotada,,0,perdant,0,0,Loser,0,0,yenik,0,0,https://www.dicio.com.br/derrotado/
term,explicit,decadente,0,0,0,decadent,0,0,decadente,,0,décadent,0,0,0,0,0,ahlaksız,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/decadent
term,explicit,feminazi,1,sexism,0,feminazi,1,sexism,femenazis,,sexism,0,0,0,Femnazi,1,sexism,aşırı feminist,1,sexism,"https://en.wikipedia.org/wiki/Feminazi#:~:text=7%20External%20links-,Origin%20and%20usage,a%20strong%2Dwilled%20woman%22."
term,explicit,macumbeira,0,religious intolerance,1,voodoo,0,religious intolerance,brujería,,religious intolerance,sorcière / sorcière vaudou,0,religious intolerance,Hexe / Voodoo Tante,0,religious intolerance,cadı,0,religious intolerance,https://dictionary.cambridge.org/pt/dicionario/ingles/voodoo
term,explicit,macumbeiro,0,religious intolerance,1,voodoo,0,religious intolerance,brujerío,,religious intolerance,sorcière / sorcière vaudou,0,religious intolerance,Hexe / Voodoo Tante,0,religious intolerance,cadı,0,religious intolerance,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/macumbeiro/
term,explicit,encosto,0,0,0,evil spirit,0,0,presencia maligna,,0,présence maléfique,0,0,Böse Präsenz,0,0,kötü varlık,0,0,https://www.collinsdictionary.com/dictionary/english/evil-spirit
term,explicit,fuleiro,1,0,0,wretched,1,0,0,,0,misérable,1,0,erbärmlich,1,0,sefil,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/wretched
term,explicit,coiso,1,0,0,beast,1,0,bestia,,0,bête,1,0,Bestie,1,0,gudubet,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/coiso/
term,explicit,narcotraficante,1,0,0,drug dealer,1,0,narcotraficante,,0,vendeur de drogues,1,0,Drogendealer,1,0,torbacı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/narcotraficante/
term,explicit,trabalhominions,1,partyism,1,0,1,partyism,trabajominions,,partyism,0,0,0,0,0,0,0,0,0,"In Brazil, this term is used to refer to people that vote in Bolsonario."
term,explicit,bolsotário,1,partyism,1,0,1,partyism,bolsotario,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaristas- and -otário- (sucker)"""
expression,explicit,se ferrar,1,0,0,fuck off,1,0,irse a la mierda,,0,Dégagez,1,0,fuck off,1,0,siktir git,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck-off
term,explicit,embuste,1,0,0,trouble,1,0,estafa,,0,trouble,1,0,Schwierigkeit,1,0,yolsuz,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/embuste/
term,explicit,repuginante,1,0,0,repulsive,1,0,repugnante,,0,répulsif,1,0,abstoßend,1,0,iğrenç,1,0,https://www.dicio.com.br/repugnante/
term,explicit,coxinha,0,0,0,elitist,0,0,0,,0,élitiste,0,0,0,0,0,elitizm savunan,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/coxinha/
term,explicit,insensato,1,0,0,unreasonable,1,0,insensato,,0,déraisonnable,1,0,unvernünftig,1,0,mantıksız,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/insensato/
term,explicit,insensata,1,0,0,unreasonable,1,0,insensata,,0,déraisonnable,1,0,unvernünftig,1,0,mantıksız,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/insensato/
term,explicit,vermelhada,0,partyism,1,commies,0,partyism,comunistas,,partyism,communistes / libéraux,0,partyism,0,0,0,0,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/commie?q=commies
term,explicit,rabo,0,0,0,ass,0,0,rabo,,0,cul,0,0,Arsch,0,0,göt,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/ass
term,explicit,bozonaro,1,partyism,1,0,1,partyism,bozonaro,,partyism,0,0,0,0,0,0,0,0,0,the term is used to refer to Brazilian president Bolsonário
term,explicit,robô,0,0,0,robot,0,0,robot,,0,robot,0,0,Roboter ,0,0,robot,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/robo/
term,explicit,robozinho,0,0,0,little robot,0,0,robotcito,,0,petit robot,0,0,kleiner Roboter,0,0,küçük robot,0,0,https://pt.wikipedia.org/wiki/Little_Robots
term,explicit,ditador,0,0,0,dictator,0,0,dictador,,0,dictateur,0,0,Diktator,0,0,diktatör,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ditador/
term,explicit,presunçoso,1,0,0,smug,1,0,presumido,,0,0,0,0,selbstgefällig,1,0,küstah,1,0,https://michaelis.uol.com.br/palavra/yVkpX/presun%C3%A7oso/
term,explicit,desocupado,0,0,0,useless,0,0,desocupado,,0,inutile,0,0,nutzlos,0,0,aylak,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desocupado/
term,explicit,desocupada,0,0,0,useless,0,0,desocupada,,0,inutile,0,0,nutzlos,0,0,aylak,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desocupado/
term,explicit,fedelho,1,0,0,prick,1,0,mocoso,,0,piqûre,1,0,0,0,0,velet,1,0,https://michaelis.uol.com.br/palavra/oaLL/fedelho/
term,explicit,cagar,0,0,0,take a dump,0,0,cagar,,0,faire une vidange,0,0,Scheißen gehen,0,0,sıçıp batırmak,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/have-take-a-dump?q=take+a+dump
term,explicit,delinquente,1,0,0,juvie,1,0,delincuente,,0,juvénile,1,0,0,0,0,çocuk suçlu,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/juvie
term,explicit,chifruda,0,0,0,cuckold / cuck,0,0,cornuda,,0,cocufié,0,0,0,0,0,boynuzlu,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/chifrudo/
term,explicit,chifrudo,0,0,0,cuckold / cuck,0,0,cornudo,,0,cocufié,0,0,0,0,0,boynuzlu,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/chifrudo/
term,explicit,assaltante,1,0,0,robber,1,0,asaltante,,0,voleur,1,0,Einbrecher,1,0,kapkaçcı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/assaltante/
term,explicit,bozoloide,1,partyism,1,0,1,partyism,bozoloide,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonário- and -mongolóide- (mongoloid)"""
term,explicit,ustra,1,apology  to  dictatorship,1,0,1,apology  to  dictatorship,0,,apology  to  dictatorship,0,0,0,0,0,0,0,0,0,https://pt.wikipedia.org/wiki/Carlos_Brilhante_Ustra
expression,explicit,saudade do regime militar,1,apology  to  dictatorship,0,dicatorship widow,1,apology  to  dictatorship,necesidad del régimen militar,,apology  to  dictatorship,veuve du dicacteur,1,apology  to  dictatorship,0,0,0,diktatör dulu,1,apology  to  dictatorship,https://dictionary.cambridge.org/pt/dicionario/ingles/dictatorship
expression,explicit,pobre de direita,1,partyism,0,poor democrat,1,partyism,pobre de derecha,,partyism,poubelle blanche,1,partyism,weißer Müll,1,partyism,beyaz çöp,1,partyism,"""people from low-social classes that vote in liberal party"""
term,explicit,canhotinha,0,partyism,0,leftist,0,partyism,zurdo,,partyism,0,0,0,Linker,0,partyism,solcu,0,partyism,https://dictionary.cambridge.org/pt/spellcheck/ingles/?q=lefitst
term,explicit,baitola,1,homophobia,0,faggot,1,homophobia,remilgado,,homophobia,pédé,1,homophobia,Schwuchtel,1,homophobia,ibne,1,homophobia,https://dictionary.cambridge.org/pt/dicionario/ingles/faggot
term,explicit,boiola,1,homophobia,0,faggot,1,homophobia,marica,,homophobia,pédé,1,homophobia,Schwuchel,1,homophobia,ibne,1,homophobia,https://dictionary.cambridge.org/pt/dicionario/ingles/faggot
term,explicit,burra,0,0,0,dumb bitch,0,0,burra,,0,sale garce,0,0,dumme Bitch,0,0,aptal kaltak,0,0,https://context.reverso.net/traducao/ingles-portugues/dumb+bitch
term,explicit,cagona,0,0,0,coward,0,0,cagona,,0,lâche,0,0,Angsthase/ Feigling,0,0,korkak,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/coward
term,explicit,cagão,0,0,0,coward,0,0,cagón,,0,lâche,0,0,Angsthase/ Feigling,0,0,korkak,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/coward
term,explicit,cuzão,1,0,0,asshole,1,0,estupido,,0,trou du cul,1,0,Arschloch,1,0,dallama,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/asshole
term,explicit,cusão,1,0,0,asshole,1,0,estupido,,0,trou du cul,1,0,Arschloch,1,0,dallama,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/asshole
term,explicit,cuzuda,1,0,0,asshole,1,0,estupido,,0,trou du cul,1,0,Arschloch,1,0,dallama,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/asshole
term,explicit,cuzudo,1,0,0,asshole,1,0,estupido,,0,trou du cul,1,0,Arschloch,1,0,dallama,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/asshole
term,explicit,égua,0,0,0,bitch,0,0,yegua,,0,salope,0,0,Schlampe,0,0,sürtük,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/bitch
term,explicit,fedida,0,0,0,stinky,0,0,apestosa,,0,puant,0,0,stinkend,0,0,kokuşmuş,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/fedido/
term,explicit,fedido,0,0,0,stinky,0,0,apestoso,,0,puant,0,0,stinkend,0,0,kokuşmuş,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/fedido/
term,explicit,fedorenta,0,0,0,stinky,0,0,apestosa,,0,puant,0,0,stinkend,0,0,kokmuş,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/stinky
term,explicit,fedorento,0,0,0,stinky,0,0,apestoso,,0,puant,0,0,stinkend,0,0,kokmuş,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/stinky
term,explicit,macaca,0,racism,0,monkey,0,racism,mona,,racism,singe,0,racism,Affe,0,racism,maymun,0,racism,https://dictionary.cambridge.org/pt/dicionario/ingles/monkey
term,explicit,macaco,0,racism,0,monkey,0,racism,mono,,racism,singe,0,racism,Affe,0,racism,maymun,0,racism,https://dictionary.cambridge.org/pt/dicionario/ingles/monkey
term,explicit,machona,1,sexism,0,butch,1,sexism,machona,,sexism,0,0,0,0,0,0,kaslı lezbiyen,1,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/butch
term,explicit,mocreia,1,0,0,ugly bitch,1,0,perra fea,,0,sale pute,1,0,hässliche Schlampe,1,0,çirkin orospu,1,0,https://www.urbandictionary.com/define.php?term=Ugly%20Bitch
term,explicit,mocrea,1,0,0,ugly bitch,1,0,perra fea,,0,sale pute,1,0,hässliche Schlampe,1,0,çirkin orospu,1,0,https://www.urbandictionary.com/define.php?term=Ugly%20Bitch
term,explicit,paspalho,1,0,0,wimp,1,0,0,,0,mauviette,1,0,Schwächling,1,0,pısırık,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/wimp
term,explicit,paspalha,1,0,0,wimp,1,0,0,,0,mauviette,1,0,Schwächling,1,0,pısırık,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/wimp
term,explicit,rabuda,0,sexism,0,fat-ass,0,sexism,rabona,,sexism,gros cul,0,sexism,fettarsch,0,sexism,koca göt,0,sexism,"https://en.wiktionary.org/wiki/fat-ass#:~:text=fat%2Dass%20(plural%20fat%2D,barely%20put%20his%20feet%20together."
term,explicit,rabudo,0,0,0,fat-ass,0,0,rabón,,0,gros cul,0,0,fettarsch,0,0,koca göt,0,0,"https://en.wiktionary.org/wiki/fat-ass#:~:text=fat%2Dass%20(plural%20fat%2D,barely%20put%20his%20feet%20together."
term,explicit,sacana,0,0,0,perv,0,0,bastardo,,0,pervers,0,0,Perverser,0,0,şerefsiz,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/sacana/
term,explicit,testuda,0,sexism,0,gutted rabbit,0,sexism,0,,sexism,chatte gonflée,0,sexism,0,0,0,şişmiş amcık,0,sexism,https://www.urbandictionary.com/define.php?term=gutted%20rabbit
term,explicit,viado,0,homophobia,0,faggot,0,homophobia,marica,,homophobia,pédé,0,homophobia,Schwuchtel,0,homophobia,ibne,0,homophobia,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/veado/
term,explicit,viadinho,0,homophobia,0,faggot,0,homophobia,mariquita,,homophobia,pédé,0,homophobia,Schwuchtel,0,homophobia,ibne,0,homophobia,https://dictionary.cambridge.org/pt/dicionario/ingles/faggot
term,explicit,viadão,0,homophobia,0,faggot,0,homophobia,maricón,,homophobia,pédé,0,homophobia,Schwuchtel,0,homophobia,ibne,0,homophobia,https://dictionary.cambridge.org/pt/dicionario/ingles/faggot
expression,explicit,família biroliro,0,partyism,1,0,0,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""Brazilian expression used to refer to bolsonaro family"""
expression,explicit,fim da picada,0,0,0,drop of water,0,0,caer más bajo,,0,dernière goutte d'eau,0,0,0,0,0,son damla su,0,0,https://www.collinsdictionary.com/dictionary/english/drop-of-water
term,explicit,pernicioso,0,0,0,dangerous,0,0,peligroso,,0,dangereux,0,0,gefährlich,0,0,kötü niyetli,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/pernicioso/
term,explicit,perniciosa,0,0,0,dangerous,0,0,peligrosa,,0,dangereux,0,0,gefährlich,0,0,kötü niyetli,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/pernicioso/
term,explicit,besta,0,0,0,beast,0,0,bestia,,0,bête,0,0,Biest / Ungeheuer,0,0,öküz,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/beast
term,explicit,evanjegue,1,religious intolerance,0,blind sheep,1,religious intolerance,0,,religious intolerance,moutons aveugles,1,religious intolerance,0,0,0,kör koyun,1,religious intolerance,https://www.urbandictionary.com/define.php?term=blind%20sheep
term,explicit,chauvinista,1,partyism,0,bootlicker,1,partyism,0,,partyism,lèche-bottes de l'armée,1,partyism,0,0,0,şövenist,1,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/bootlicker
term,explicit,veadão,0,homophobia,0,faggot,0,homophobia,venadazo,,homophobia,pédé,0,homophobia,Schwuchtel,0,homophobia,ibne,0,homophobia,https://dictionary.cambridge.org/pt/dicionario/ingles/faggot
term,explicit,veadinho,0,homophobia,0,faggot,0,homophobia,venadito,,homophobia,pédé,0,homophobia,Schwuchtel,0,homophobia,ibne,0,homophobia,https://dictionary.cambridge.org/pt/dicionario/ingles/faggot
term,explicit,veado,0,homophobia,0,faggot,0,homophobia,venado,,homophobia,pédé,0,homophobia,Schwuchtel,0,homophobia,ibne,0,homophobia,https://dictionary.cambridge.org/pt/dicionario/ingles/faggot
term,explicit,petzadas,0,partyism,0,libtard,0,partyism,0,,partyism,libido,0,partyism,0,0,0,0,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/libtard
expression,explicit,filhodeputa,1,0,0,sonovabitch,1,0,hijo de puta,,0,0,0,0,0,0,0,orospu çocuğu,1,0,"https://en.wiktionary.org/wiki/sonovabitch#:~:text=Noun,of%20son%20of%20a%20bitch"
expression,explicit,filho de puta,1,0,0,motherfucker,1,0,hijo de puta,,0,fils de pute,1,0,Hurensohn,1,0,orospu çocuğu,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/motherfucker
term,explicit,misogenia,0,0,0,misogyny,0,0,misoginia,,0,misogénie,0,0,Misogyn,0,0,kadın düşmanı,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/misogyny
term,explicit,ridiculamente,0,0,0,pathetically,0,0,ridiculamente,,0,pathétiquement,0,0,erbärmlich,0,0,aptalca,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pathetically
expression,explicit,chata do caralho,1,0,0,fucking annoying,1,0,jodidamente aburrida,,0,putain d'ennuyeux,1,0,verdammt nervig,1,0,lanet sıkıcı,1,0,https://www.urbandictionary.com/define.php?term=fucking%20annoying
expression,explicit,babava ovo,0,0,0,bootlicker,0,0,lambe huevo,,0,embrasser le cul de quelqu'un,0,0,jemanden in den Arsch kriechen,0,0,kıç yalayan,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/bootlicker
expression,explicit,cadeia para ele,1,0,0,lock him up,1,0,prisión para él,,0,le mettre sous les verrous,1,0,sperrt ihn weg,1,0,hapislik kimse,1,0,"""expression used to suggest should go to arrested"""
expression,explicit,cadeia pra ele,1,0,0,lock him up,1,0,prisión para él,,0,le mettre sous les verrous,1,0,sperrt ihn weg,1,0,hapislik kimse,1,0,"""expression used to suggest should go to arrested"""
expression,explicit,cadeia para ela,1,0,0,lock her up,1,0,prisión para ella,,0,le mettre sous les verrous,1,0,sperrt sie weg,1,0,hapislik kimse,1,0,"""expression used to suggest should go to arrested"""
expression,explicit,cadeia pra ela,1,0,0,lock her up,1,0,prisión para ella,,0,le mettre sous les verrous,1,0,sperrt sie weg,1,0,hapislik kimse,1,0,"""expression used to suggest should go to arrested"""
term,explicit,mizerável,1,0,0,miserable,1,0,miserable,,0,misérable,1,0,miserabel,1,0,acınası,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/miserable
term,explicit,bolsoburro,1,partyism,1,0,1,partyism,bolsoburro,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -burro- (dumb)"""
term,explicit,bolsorato,1,partyism,1,0,1,partyism,bolsorata,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -rato- (rat)"""
term,explicit,maldita,0,0,0,fucker,0,0,maldita,,0,enculé,0,0,Fucker,0,0,lanet etmek,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fucker
term,explicit,bolsolixo,1,partyism,1,0,1,partyism,bolsobasura,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -lixo- (deceiver)"""
term,explicit,bozoenganador,1,partyism,1,0,1,partyism,bozoengañador,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -enganador- (deceiver)"""
term,explicit,trairagem,1,0,0,betrayal,1,0,traición,,0,contrecoup,1,0,Gegenreaktion,1,0,laçkalık,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/betrayal
expression,explicit,pastor de bosta,1,religious intolerance,0,fucking preacher,1,religious intolerance,pastor de mierda,,religious intolerance,putain de prédicateur,1,religious intolerance,Scheiß Pastor,1,religious intolerance,boktan papaz,1,religious intolerance,"""it is used to refer to bad pastors"""
expression,explicit,boneco assassino,0,0,0,chucky,0,0,chucky,,0,mandrin,0,0,0,0,0,katil bebek,0,0,https://www.lexico.com/definition/chucky
expression,explicit,fdp,1,0,0,son of a bitch,1,0,hijo de puta,,0,fils de pute,1,0,Hurensohn,1,0,orospu çocuğu,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/son-of-a-bitch
expression,explicit,sfd,0,0,0,fuck you,0,0,vete a la mierda,,0,Va te faire foutre !,0,0,Fick dich,0,0,sikerim seni,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fuck-you-them-it?q=fuck+you
expression,explicit,pnc,1,0,0,fucker,1,0,cabrón,,0,enculé,1,0,Fucker,1,0,sikici,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fucker
expression,explicit,fdps,1,0,0,son of a bitch,1,0,hijo de puta,,0,fils de pute,1,0,Hurensohn,1,0,orospu çocuğu,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/son-of-a-bitch
expression,explicit,fdpta,1,0,0,son of a bitch,1,0,hijo de puta,,0,fils de pute,1,0,Hurensohn,1,0,orospu çocuğu,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/son-of-a-bitch
expression,explicit,fdputa,1,0,0,son of a bitch,1,0,hijo de puta,,0,fils de pute,1,0,Hurensohn,1,0,orospu çocuğu,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/son-of-a-bitch
expression,explicit,fdap,1,0,0,son of a bitch,1,0,hijo de puta,,0,fils de pute,1,0,Hurensohn,1,0,orospu çocuğu,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/son-of-a-bitch
term,explicit,gosma,0,0,0,gunge,0,0,porquería,,0,canon,0,0,0,0,0,sülük gibi,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/gunge
term,explicit,Iscrota,1,0,0,obnoxious,1,0,odiosa,,0,odieux,1,0,widerlich,1,0,iğrenç,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/obnoxious
term,explicit,lodo,0,0,0,mud,0,0,lodo,,0,boue,0,0,Dreck,0,0,lağım çukuru,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/mud
term,explicit,iscroto,1,0,0,obnoxious,1,0,odioso,,0,odieux,1,0,widerlich,1,0,iğrenç,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/obnoxious
term,explicit,mondronga,1,0,0,ugly,1,0,fea,,0,laid,1,0,hässlich ,1,0,çirkin,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/ugly
term,explicit,mondrongo,1,0,0,ugly,1,0,fea,,0,laid,1,0,hässlich,1,0,çirkin,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/ugly
term,explicit,naba,1,0,0,dick,1,0,polla,,0,bite,1,0,Pimmel,1,0,yarrak,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dick
term,explicit,piroca,0,0,0,dick,0,0,polla,,0,bite,0,0,Pimmel,0,0,yarrak,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dick
term,explicit,piroco,0,0,0,dick,0,0,polla,,0,bite,0,0,Pimmel,0,0,yarrak,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dick
term,explicit,punheta,1,0,0,jerk off,1,0,paja,,0,s'astiquer,1,0,wichsen,1,0,mastürbasyon,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/jerk-off
term,explicit,punhetão,1,0,0,circle jerk,1,0,hacerse una paja,,0,cercle des secousses,1,0,0,0,0,otuz bir çekmek,1,0,"https://www.dictionary.com/browse/circle-jerk#:~:text=The%20jerk%20in%20circle%20jerk,may%20masturbate%20themselves%20or%20neighbors."
term,explicit,rola,0,0,0,cock,0,0,verga,,0,bite,0,0,Schwanz,0,0,sik,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/cock
term,explicit,siririca,1,0,0,buffin' the muffin,1,0,pajear,,0,0,0,0,0,0,0,otuz bir çekmek,1,0,https://www.urbandictionary.com/define.php?term=Buffin%27%20the%20Muffin
term,explicit,xota,1,0,0,pussy,1,0,coño,,0,chatte,1,0,Pussy ,1,0,am,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pussy
term,explicit,xaninha,1,0,0,pussy,1,0,coño,,0,chatte,1,0,Pussy,1,0,am,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pussy
term,explicit,xibunga,1,0,1,faggot,1,0,maricona,,0,pédé,1,0,Schwuchtel,1,0,ibne,1,0,"https://www.dicio.com.br/xibunga/#:~:text=Indiv%C3%ADduo%20do%20sexo%20masculino%20que,ou%20afetivas%20com%20outros%20homens."
term,explicit,vagina,0,0,0,pussy,0,0,vagina,,0,chatte,0,0,Vagina / Scheide,0,0,am,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pussy
term,explicit,troxa,0,0,0,dumb,0,0,tonta,,0,stupide,0,0,dumm,0,0,aptal,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dumb
term,explicit,trolha,0,0,0,janitor,0,0,0,,0,plaie ouverte,0,0,offene Wunde,0,0,açık yara,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/janitor
